rank	gene	y_prob_max	p95_flag	bestF1_flag	clinvar_plp_flag	tier	P95_thr	BestF1_thr
1075	SMG6	0.999459	1	1	0	T1	0.150044	0.424311
1076	BPTF	0.999458	1	1	0	T1	0.150044	0.424311
1077	CCBE1	0.999458	1	1	0	T1	0.150044	0.424311
1078	CCM2L	0.999458	1	1	0	T1	0.150044	0.424311
1079	EDN3	0.999458	1	1	0	T1	0.150044	0.424311
1080	HID1	0.999458	1	1	0	T1	0.150044	0.424311
1081	ME2	0.999458	1	1	0	T1	0.150044	0.424311
1082	MPP2	0.999458	1	1	0	T1	0.150044	0.424311
1083	MYOCD	0.999458	1	1	0	T1	0.150044	0.424311
1084	NPEPPS	0.999458	1	1	0	T1	0.150044	0.424311
1085	RAE1	0.999458	1	1	0	T1	0.150044	0.424311
1086	STK11	0.999458	1	1	1	T1	0.150044	0.424311
1087	CARD10	0.999457	1	1	0	T1	0.150044	0.424311
1088	GGT1	0.999457	1	1	0	T1	0.150044	0.424311
1089	MEP1B	0.999457	1	1	0	T1	0.150044	0.424311
1090	PCSK2	0.999457	1	1	0	T1	0.150044	0.424311
1091	SETBP1	0.999457	1	1	0	T1	0.150044	0.424311
1092	STX10	0.999457	1	1	0	T1	0.150044	0.424311
1093	CASKIN2	0.999456	1	1	0	T1	0.150044	0.424311
1094	GCAT	0.999456	1	1	0	T1	0.150044	0.424311
1095	GCGR	0.999456	1	1	0	T1	0.150044	0.424311
1096	PALM	0.999456	1	1	0	T1	0.150044	0.424311
1097	RALY	0.999456	1	1	0	T1	0.150044	0.424311
1098	RPL18A	0.999456	1	1	0	T1	0.150044	0.424311
1099	SEC14L4	0.999456	1	1	0	T1	0.150044	0.424311
1100	SLC27A1	0.999456	1	1	0	T1	0.150044	0.424311
1101	TEF	0.999456	1	1	0	T1	0.150044	0.424311
1102	CAPN12	0.999455	1	1	0	T1	0.150044	0.424311
1103	COL20A1	0.999455	1	1	0	T1	0.150044	0.424311
1104	SLC35B1	0.999455	1	1	0	T1	0.150044	0.424311
1105	TUBB4A	0.999455	1	1	1	T1	0.150044	0.424311
1106	YJEFN3	0.999455	1	1	0	T1	0.150044	0.424311
1107	ZHX3	0.999455	1	1	0	T1	0.150044	0.424311
1108	AFMID	0.999454	1	1	0	T1	0.150044	0.424311
1109	CNN2	0.999454	1	1	0	T1	0.150044	0.424311
1110	CPD	0.999454	1	1	0	T1	0.150044	0.424311
1111	CXXC1	0.999454	1	1	0	T1	0.150044	0.424311
1112	DENND6B	0.999454	1	1	0	T1	0.150044	0.424311
1113	MARCHF2	0.999454	1	1	0	T1	0.150044	0.424311
1114	NLRP12	0.999454	1	1	0	T1	0.150044	0.424311
1115	PDCD5	0.999454	1	1	0	T1	0.150044	0.424311
1116	RIN2	0.999454	1	1	0	T1	0.150044	0.424311
1117	RUVBL2	0.999454	1	1	0	T1	0.150044	0.424311
1118	SMURF2	0.999454	1	1	0	T1	0.150044	0.424311
1119	USF2	0.999454	1	1	0	T1	0.150044	0.424311
1120	DNTTIP1	0.999453	1	1	0	T1	0.150044	0.424311
1121	ETS2	0.999453	1	1	0	T1	0.150044	0.424311
1122	EXOC7	0.999453	1	1	0	T1	0.150044	0.424311
1123	EXOSC5	0.999453	1	1	0	T1	0.150044	0.424311
1124	FLII	0.999453	1	1	0	T1	0.150044	0.424311
1125	GIPC1	0.999453	1	1	0	T1	0.150044	0.424311
1126	HAS1	0.999453	1	1	0	T1	0.150044	0.424311
1127	KLHL22	0.999453	1	1	0	T1	0.150044	0.424311
1128	PXMP4	0.999453	1	1	0	T1	0.150044	0.424311
1129	RPTOR	0.999453	1	1	0	T1	0.150044	0.424311
1130	SCAMP4	0.999453	1	1	0	T1	0.150044	0.424311
1131	TMEM101	0.999453	1	1	0	T1	0.150044	0.424311
1132	TTYH1	0.999453	1	1	0	T1	0.150044	0.424311
1133	AMZ2	0.999452	1	1	0	T1	0.150044	0.424311
1134	BICRA	0.999452	1	1	0	T1	0.150044	0.424311
1135	BTG3	0.999452	1	1	0	T1	0.150044	0.424311
1136	CBX6	0.999452	1	1	0	T1	0.150044	0.424311
1137	CYP2S1	0.999452	1	1	1	T1	0.150044	0.424311
1138	DNAL4	0.999452	1	1	0	T1	0.150044	0.424311
1139	ENSG00000269095	0.999452	1	1	0	T1	0.150044	0.424311
1140	KLHL26	0.999452	1	1	0	T1	0.150044	0.424311
1141	LSM7	0.999452	1	1	0	T1	0.150044	0.424311
1142	MBP	0.999452	1	1	0	T1	0.150044	0.424311
1143	MX2	0.999452	1	1	0	T1	0.150044	0.424311
1144	NOL12	0.999452	1	1	0	T1	0.150044	0.424311
1145	NR2F6	0.999452	1	1	0	T1	0.150044	0.424311
1146	RECQL5	0.999452	1	1	0	T1	0.150044	0.424311
1147	RPL28	0.999452	1	1	0	T1	0.150044	0.424311
1148	SDCBP2	0.999452	1	1	0	T1	0.150044	0.424311
1149	SERPINF2	0.999452	1	1	0	T1	0.150044	0.424311
1150	SYT5	0.999452	1	1	0	T1	0.150044	0.424311
1151	ACSS1	0.999451	1	1	0	T1	0.150044	0.424311
1152	ADAM11	0.999451	1	1	0	T1	0.150044	0.424311
1153	BCL2L1	0.999451	1	1	0	T1	0.150044	0.424311
1154	CTCFL	0.999451	1	1	0	T1	0.150044	0.424311
1155	DUS3L	0.999451	1	1	0	T1	0.150044	0.424311
1156	ENSG00000268790	0.999451	1	1	0	T1	0.150044	0.424311
1157	FBN3	0.999451	1	1	0	T1	0.150044	0.424311
1158	GFRA4	0.999451	1	1	0	T1	0.150044	0.424311
1159	MED15	0.999451	1	1	0	T1	0.150044	0.424311
1160	MEX3D	0.999451	1	1	0	T1	0.150044	0.424311
1161	NECAB3	0.999451	1	1	0	T1	0.150044	0.424311
1162	RAD21L1	0.999451	1	1	0	T1	0.150044	0.424311
1163	SLC27A5	0.999451	1	1	0	T1	0.150044	0.424311
1164	SNX5	0.999451	1	1	0	T1	0.150044	0.424311
1165	TRPM4	0.999451	1	1	0	T1	0.150044	0.424311
1166	TSPOAP1	0.999451	1	1	0	T1	0.150044	0.424311
1167	TTLL12	0.999451	1	1	0	T1	0.150044	0.424311
1168	ZNF207	0.999451	1	1	0	T1	0.150044	0.424311
1169	ADAP2	0.999450	1	1	0	T1	0.150044	0.424311
1170	CFAP61	0.999450	1	1	0	T1	0.150044	0.424311
1171	EMC10	0.999450	1	1	0	T1	0.150044	0.424311
1172	FOXA2	0.999450	1	1	0	T1	0.150044	0.424311
1173	GATD3	0.999450	1	1	0	T1	0.150044	0.424311
1174	HNRNPM	0.999450	1	1	0	T1	0.150044	0.424311
1175	MAPRE2	0.999450	1	1	0	T1	0.150044	0.424311
1176	NDUFAF5	0.999450	1	1	0	T1	0.150044	0.424311
1177	NOL4	0.999450	1	1	0	T1	0.150044	0.424311
1178	NOSIP	0.999450	1	1	0	T1	0.150044	0.424311
1179	SPHK2	0.999450	1	1	0	T1	0.150044	0.424311
1180	SREBF1	0.999450	1	1	0	T1	0.150044	0.424311
1181	STMN3	0.999450	1	1	0	T1	0.150044	0.424311
1182	TMEM147	0.999450	1	1	0	T1	0.150044	0.424311
1183	TMEM230	0.999450	1	1	0	T1	0.150044	0.424311
1184	ZCCHC2	0.999450	1	1	0	T1	0.150044	0.424311
1185	CABLES1	0.999449	1	1	0	T1	0.150044	0.424311
1186	ELOF1	0.999449	1	1	0	T1	0.150044	0.424311
1187	HSCB	0.999449	1	1	0	T1	0.150044	0.424311
1188	KIRREL2	0.999449	1	1	0	T1	0.150044	0.424311
1189	OGFOD3	0.999449	1	1	0	T1	0.150044	0.424311
1190	PWP2	0.999449	1	1	0	T1	0.150044	0.424311
1191	SYN3	0.999449	1	1	0	T1	0.150044	0.424311
1192	USP36	0.999449	1	1	0	T1	0.150044	0.424311
1193	YJU2B	0.999449	1	1	0	T1	0.150044	0.424311
1194	BAIAP2L2	0.999448	1	1	0	T1	0.150044	0.424311
1195	CCDC40	0.999448	1	1	0	T1	0.150044	0.424311
1196	CELF5	0.999448	1	1	0	T1	0.150044	0.424311
1197	KMT5C	0.999448	1	1	0	T1	0.150044	0.424311
1198	MPST	0.999448	1	1	0	T1	0.150044	0.424311
1199	NAGLU	0.999448	1	1	0	T1	0.150044	0.424311
1200	PRDX2	0.999448	1	1	0	T1	0.150044	0.424311
1201	TMEM104	0.999448	1	1	0	T1	0.150044	0.424311
1202	TMPRSS15	0.999448	1	1	0	T1	0.150044	0.424311
1203	CERS4	0.999447	1	1	0	T1	0.150044	0.424311
1204	DNAAF3	0.999447	1	1	0	T1	0.150044	0.424311
1205	GGT5	0.999447	1	1	0	T1	0.150044	0.424311
1206	INTS2	0.999447	1	1	0	T1	0.150044	0.424311
1207	MAG	0.999447	1	1	0	T1	0.150044	0.424311
1208	PLXDC1	0.999447	1	1	0	T1	0.150044	0.424311
1209	RIPOR3	0.999447	1	1	0	T1	0.150044	0.424311
1210	SNRPA	0.999447	1	1	1	T1	0.150044	0.424311
1211	STAT3	0.999447	1	1	0	T1	0.150044	0.424311
1212	TVP23B	0.999447	1	1	0	T1	0.150044	0.424311
1213	YJU2	0.999447	1	1	0	T1	0.150044	0.424311
1214	ZSWIM4	0.999447	1	1	0	T1	0.150044	0.424311
1215	AQP4	0.999446	1	1	0	T1	0.150044	0.424311
1216	HIF3A	0.999446	1	1	0	T1	0.150044	0.424311
1217	PLEKHM1	0.999446	1	1	0	T1	0.150044	0.424311
1218	PSMA8	0.999446	1	1	0	T1	0.150044	0.424311
1219	SLC25A39	0.999446	1	1	0	T1	0.150044	0.424311
1220	TULP2	0.999446	1	1	0	T1	0.150044	0.424311
1221	YWHAE	0.999446	1	1	0	T1	0.150044	0.424311
1222	ABCA5	0.999445	1	1	0	T1	0.150044	0.424311
1223	DZANK1	0.999445	1	1	0	T1	0.150044	0.424311
1224	ENSG00000273171	0.999445	1	1	0	T1	0.150044	0.424311
1225	PHF21B	0.999445	1	1	0	T1	0.150044	0.424311
1226	RBPJL	0.999445	1	1	0	T1	0.150044	0.424311
1227	VTN	0.999445	1	1	0	T1	0.150044	0.424311
1228	WRAP53	0.999445	1	1	0	T1	0.150044	0.424311
1229	ZNF507	0.999445	1	1	0	T1	0.150044	0.424311
1230	B4GALT6	0.999444	1	1	0	T1	0.150044	0.424311
1231	B9D1	0.999444	1	1	0	T1	0.150044	0.424311
1232	BRCA1	0.999444	1	1	0	T1	0.150044	0.424311
1233	CASTOR1	0.999444	1	1	0	T1	0.150044	0.424311
1234	CCDC103	0.999444	1	1	0	T1	0.150044	0.424311
1235	FMNL1	0.999444	1	1	0	T1	0.150044	0.424311
1236	HRH3	0.999444	1	1	0	T1	0.150044	0.424311
1237	MAPK4	0.999444	1	1	0	T1	0.150044	0.424311
1238	PFAS	0.999444	1	1	0	T1	0.150044	0.424311
1239	POLR2E	0.999444	1	1	0	T1	0.150044	0.424311
1240	PRMT1	0.999444	1	1	0	T1	0.150044	0.424311
1241	REXO1	0.999444	1	1	0	T1	0.150044	0.424311
1242	STAT5B	0.999444	1	1	0	T1	0.150044	0.424311
1243	TTC39C	0.999444	1	1	0	T1	0.150044	0.424311
1244	BAIAP2	0.999443	1	1	0	T1	0.150044	0.424311
1245	CCT6B	0.999443	1	1	0	T1	0.150044	0.424311
1246	CRLS1	0.999443	1	1	0	T1	0.150044	0.424311
1247	GIPR	0.999443	1	1	0	T1	0.150044	0.424311
1248	ITPA	0.999443	1	1	0	T1	0.150044	0.424311
1249	LAMA1	0.999443	1	1	1	T1	0.150044	0.424311
1250	PDGFB	0.999443	1	1	0	T1	0.150044	0.424311
1251	SLC7A4	0.999443	1	1	0	T1	0.150044	0.424311
1252	TBCD	0.999443	1	1	0	T1	0.150044	0.424311
1253	TECR	0.999443	1	1	0	T1	0.150044	0.424311
1254	WNT7B	0.999443	1	1	0	T1	0.150044	0.424311
1255	ABCA7	0.999442	1	1	0	T1	0.150044	0.424311
1256	ADGRE1	0.999442	1	1	0	T1	0.150044	0.424311
1257	ALKBH7	0.999442	1	1	0	T1	0.150044	0.424311
1258	ATP2A3	0.999442	1	1	0	T1	0.150044	0.424311
1259	IL17RA	0.999442	1	1	0	T1	0.150044	0.424311
1260	KSR1	0.999442	1	1	0	T1	0.150044	0.424311
1261	MAP1LC3A	0.999442	1	1	0	T1	0.150044	0.424311
1262	MATN4	0.999442	1	1	0	T1	0.150044	0.424311
1263	MBD1	0.999442	1	1	0	T1	0.150044	0.424311
1264	NEURL4	0.999442	1	1	0	T1	0.150044	0.424311
1265	NPAS1	0.999442	1	1	0	T1	0.150044	0.424311
1266	RASL10A	0.999442	1	1	0	T1	0.150044	0.424311
1267	SNPH	0.999442	1	1	0	T1	0.150044	0.424311
1268	VAPB	0.999442	1	1	0	T1	0.150044	0.424311
1269	CCDC134	0.999441	1	1	0	T1	0.150044	0.424311
1270	CDH4	0.999441	1	1	0	T1	0.150044	0.424311
1271	DSC3	0.999441	1	1	0	T1	0.150044	0.424311
1272	GRIN2C	0.999441	1	1	0	T1	0.150044	0.424311
1273	MBD2	0.999441	1	1	0	T1	0.150044	0.424311
1274	NARS1	0.999441	1	1	0	T1	0.150044	0.424311
1275	ZNF652	0.999441	1	1	0	T1	0.150044	0.424311
1276	CRYZL1	0.999440	1	1	0	T1	0.150044	0.424311
1277	DOHH	0.999440	1	1	1	T1	0.150044	0.424311
1278	EME1	0.999440	1	1	0	T1	0.150044	0.424311
1279	GARRE1	0.999440	1	1	0	T1	0.150044	0.424311
1280	LMTK3	0.999440	1	1	0	T1	0.150044	0.424311
1281	PIK3IP1	0.999440	1	1	0	T1	0.150044	0.424311
1282	PNPO	0.999440	1	1	0	T1	0.150044	0.424311
1283	SGSH	0.999440	1	1	0	T1	0.150044	0.424311
1284	SLC39A6	0.999440	1	1	0	T1	0.150044	0.424311
1285	USP32	0.999440	1	1	0	T1	0.150044	0.424311
1286	VAT1	0.999440	1	1	0	T1	0.150044	0.424311
1287	ZBTB14	0.999440	1	1	0	T1	0.150044	0.424311
1288	ANGPTL6	0.999439	1	1	0	T1	0.150044	0.424311
1289	CACNA1G	0.999439	1	1	0	T1	0.150044	0.424311
1290	CSF2RB	0.999439	1	1	0	T1	0.150044	0.424311
1291	DBNDD2	0.999439	1	1	0	T1	0.150044	0.424311
1292	GRAP2	0.999439	1	1	0	T1	0.150044	0.424311
1293	NOS2	0.999439	1	1	0	T1	0.150044	0.424311
1294	RAB34	0.999439	1	1	0	T1	0.150044	0.424311
1295	RINL	0.999439	1	1	0	T1	0.150044	0.424311
1296	ACTG1	0.999438	1	1	0	T1	0.150044	0.424311
1297	KCNJ6	0.999438	1	1	0	T1	0.150044	0.424311
1298	MTMR3	0.999438	1	1	0	T1	0.150044	0.424311
1299	PRPSAP1	0.999438	1	1	0	T1	0.150044	0.424311
1300	RPL19	0.999438	1	1	0	T1	0.150044	0.424311
1301	THRA	0.999438	1	1	0	T1	0.150044	0.424311
1302	TSEN54	0.999438	1	1	0	T1	0.150044	0.424311
1303	ZNF516	0.999438	1	1	0	T1	0.150044	0.424311
1304	DNAJB1	0.999437	1	1	0	T1	0.150044	0.424311
1305	GET1-SH3BGR	0.999437	1	1	0	T1	0.150044	0.424311
1306	NME1-NME2	0.999437	1	1	0	T1	0.150044	0.424311
1307	NME2	0.999437	1	1	0	T1	0.150044	0.424311
1308	PIGN	0.999437	1	1	0	T1	0.150044	0.424311
1309	PLEKHA4	0.999437	1	1	0	T1	0.150044	0.424311
1310	RDH8	0.999437	1	1	0	T1	0.150044	0.424311
1311	RSPH1	0.999437	1	1	0	T1	0.150044	0.424311
1312	SH3BGR	0.999437	1	1	0	T1	0.150044	0.424311
1313	TXN2	0.999437	1	1	0	T1	0.150044	0.424311
1314	CCDC9	0.999436	1	1	0	T1	0.150044	0.424311
1315	ELANE	0.999436	1	1	1	T1	0.150044	0.424311
1316	KIAA0753	0.999436	1	1	0	T1	0.150044	0.424311
1317	MLX	0.999436	1	1	0	T1	0.150044	0.424311
1318	NAGS	0.999436	1	1	0	T1	0.150044	0.424311
1319	NLE1	0.999436	1	1	0	T1	0.150044	0.424311
1320	NUCB1	0.999436	1	1	0	T1	0.150044	0.424311
1321	PVALB	0.999436	1	1	0	T1	0.150044	0.424311
1322	RANBP1	0.999436	1	1	0	T1	0.150044	0.424311
1323	SH2D3A	0.999436	1	1	0	T1	0.150044	0.424311
1324	SNRPB2	0.999436	1	1	0	T1	0.150044	0.424311
1325	U2AF2	0.999436	1	1	0	T1	0.150044	0.424311
1326	ACOT8	0.999435	1	1	0	T1	0.150044	0.424311
1327	ACTMAP	0.999435	1	1	0	T1	0.150044	0.424311
1328	ARID3A	0.999435	1	1	0	T1	0.150044	0.424311
1329	CYTH2	0.999435	1	1	0	T1	0.150044	0.424311
1330	HDAC10	0.999435	1	1	0	T1	0.150044	0.424311
1331	HOMER3	0.999435	1	1	0	T1	0.150044	0.424311
1332	MKKS	0.999435	1	1	0	T1	0.150044	0.424311
1333	MYL12A	0.999435	1	1	0	T1	0.150044	0.424311
1334	NR1H2	0.999435	1	1	0	T1	0.150044	0.424311
1335	SAMSN1	0.999435	1	1	0	T1	0.150044	0.424311
1336	SNX11	0.999435	1	1	0	T1	0.150044	0.424311
1337	TYMP	0.999435	1	1	0	T1	0.150044	0.424311
1338	ADAMTSL5	0.999434	1	1	0	T1	0.150044	0.424311
1339	CD226	0.999434	1	1	0	T1	0.150044	0.424311
1340	CIRBP	0.999434	1	1	0	T1	0.150044	0.424311
1341	IRF3	0.999434	1	1	0	T1	0.150044	0.424311
1342	ISYNA1	0.999434	1	1	0	T1	0.150044	0.424311
1343	JOSD1	0.999434	1	1	0	T1	0.150044	0.424311
1344	KAT7	0.999434	1	1	0	T1	0.150044	0.424311
1345	KDM6B	0.999434	1	1	0	T1	0.150044	0.424311
1346	MYL4	0.999434	1	1	0	T1	0.150044	0.424311
1347	ANKRD54	0.999433	1	1	0	T1	0.150044	0.424311
1348	ARHGAP44	0.999433	1	1	0	T1	0.150044	0.424311
1349	CEBPB	0.999433	1	1	0	T1	0.150044	0.424311
1350	ENSG00000268643	0.999433	1	1	0	T1	0.150044	0.424311
1351	EVPL	0.999433	1	1	0	T1	0.150044	0.424311
1352	FASN	0.999433	1	1	0	T1	0.150044	0.424311
1353	HPN	0.999433	1	1	0	T1	0.150044	0.424311
1354	MVB12A	0.999433	1	1	0	T1	0.150044	0.424311
1355	SUMO3	0.999433	1	1	0	T1	0.150044	0.424311
1356	TMX3	0.999433	1	1	0	T1	0.150044	0.424311
1357	VSTM2L	0.999433	1	1	0	T1	0.150044	0.424311
1358	ACSF2	0.999432	1	1	0	T1	0.150044	0.424311
1359	ADISSP	0.999432	1	1	0	T1	0.150044	0.424311
1360	CENPM	0.999432	1	1	0	T1	0.150044	0.424311
1361	NDUFS7	0.999432	1	1	0	T1	0.150044	0.424311
1362	PEX12	0.999432	1	1	0	T1	0.150044	0.424311
1363	PNKP	0.999432	1	1	0	T1	0.150044	0.424311
1364	RAB27B	0.999432	1	1	0	T1	0.150044	0.424311
1365	SPIB	0.999432	1	1	0	T1	0.150044	0.424311
1366	QTRT1	0.999431	1	1	0	T1	0.150044	0.424311
1367	SCPEP1	0.999431	1	1	0	T1	0.150044	0.424311
1368	SEL1L2	0.999431	1	1	0	T1	0.150044	0.424311
1369	SYT4	0.999431	1	1	0	T1	0.150044	0.424311
1370	TBC1D16	0.999431	1	1	0	T1	0.150044	0.424311
1371	TOM1L2	0.999431	1	1	0	T1	0.150044	0.424311
1372	VPS53	0.999431	1	1	0	T1	0.150044	0.424311
1373	ANKLE1	0.999430	1	1	0	T1	0.150044	0.424311
1374	CCDC124	0.999430	1	1	0	T1	0.150044	0.424311
1375	CDC27	0.999430	1	1	0	T1	0.150044	0.424311
1376	HIC1	0.999430	1	1	0	T1	0.150044	0.424311
1377	IFNAR2	0.999430	1	1	0	T1	0.150044	0.424311
1378	IFNAR2-IL10RB	0.999430	1	1	0	T1	0.150044	0.424311
1379	IFNGR2	0.999430	1	1	0	T1	0.150044	0.424311
1380	NSRP1	0.999430	1	1	0	T1	0.150044	0.424311
1381	NUP85	0.999430	1	1	0	T1	0.150044	0.424311
1382	SEZ6	0.999430	1	1	0	T1	0.150044	0.424311
1383	TST	0.999430	1	1	0	T1	0.150044	0.424311
1384	ANKRD29	0.999429	1	1	0	T1	0.150044	0.424311
1385	CYB561	0.999429	1	1	0	T1	0.150044	0.424311
1386	FBLN1	0.999429	1	1	0	T1	0.150044	0.424311
1387	MACROD2	0.999429	1	1	0	T1	0.150044	0.424311
1388	POLG2	0.999429	1	1	0	T1	0.150044	0.424311
1389	RPL18	0.999429	1	1	0	T1	0.150044	0.424311
1390	TFAP2C	0.999429	1	1	0	T1	0.150044	0.424311
1391	AKT1S1	0.999428	1	1	0	T1	0.150044	0.424311
1392	ASPSCR1	0.999428	1	1	0	T1	0.150044	0.424311
1393	ATF4	0.999428	1	1	0	T1	0.150044	0.424311
1394	CHRNA4	0.999428	1	1	0	T1	0.150044	0.424311
1395	DMAC2	0.999428	1	1	0	T1	0.150044	0.424311
1396	ESF1	0.999428	1	1	0	T1	0.150044	0.424311
1397	EZH1	0.999428	1	1	0	T1	0.150044	0.424311
1398	FOXN1	0.999428	1	1	0	T1	0.150044	0.424311
1399	KCNG1	0.999428	1	1	0	T1	0.150044	0.424311
1400	KRI1	0.999428	1	1	0	T1	0.150044	0.424311
1401	PCED1A	0.999428	1	1	0	T1	0.150044	0.424311
1402	PRODH2	0.999428	1	1	0	T1	0.150044	0.424311
1403	PRPSAP2	0.999428	1	1	0	T1	0.150044	0.424311
1404	RBM12	0.999428	1	1	0	T1	0.150044	0.424311
1405	RNF114	0.999428	1	1	0	T1	0.150044	0.424311
1406	RPL27	0.999428	1	1	0	T1	0.150044	0.424311
1407	RSPH6A	0.999428	1	1	0	T1	0.150044	0.424311
1408	TMPRSS2	0.999428	1	1	0	T1	0.150044	0.424311
1409	ENSG00000268465	0.999427	1	1	0	T1	0.150044	0.424311
1410	GADD45B	0.999427	1	1	0	T1	0.150044	0.424311
1411	LAMP5	0.999427	1	1	0	T1	0.150044	0.424311
1412	LRRC8E	0.999427	1	1	0	T1	0.150044	0.424311
1413	NBR1	0.999427	1	1	0	T1	0.150044	0.424311
1414	SYNGR1	0.999427	1	1	0	T1	0.150044	0.424311
1415	TMEM59L	0.999427	1	1	0	T1	0.150044	0.424311
1416	UBE2M	0.999427	1	1	0	T1	0.150044	0.424311
1417	CYTH4	0.999426	1	1	0	T1	0.150044	0.424311
1418	EMP3	0.999426	1	1	0	T1	0.150044	0.424311
1419	EPN2	0.999426	1	1	0	T1	0.150044	0.424311
1420	KCTD17	0.999426	1	1	0	T1	0.150044	0.424311
1421	L3MBTL4	0.999426	1	1	0	T1	0.150044	0.424311
1422	NDEL1	0.999426	1	1	0	T1	0.150044	0.424311
1423	PRR14L	0.999426	1	1	0	T1	0.150044	0.424311
1424	SERPINB4	0.999426	1	1	0	T1	0.150044	0.424311
1425	UNC45B	0.999426	1	1	0	T1	0.150044	0.424311
1426	CRELD2	0.999425	1	1	0	T1	0.150044	0.424311
1427	CSNK1D	0.999425	1	1	0	T1	0.150044	0.424311
1428	PGLYRP2	0.999425	1	1	0	T1	0.150044	0.424311
1429	RFX1	0.999425	1	1	0	T1	0.150044	0.424311
1430	SYS1	0.999425	1	1	0	T1	0.150044	0.424311
1431	C19orf47	0.999424	1	1	0	T1	0.150044	0.424311
1432	COASY	0.999424	1	1	0	T1	0.150044	0.424311
1433	ENSG00000249209	0.999424	1	1	0	T1	0.150044	0.424311
1434	ENSG00000286224	0.999424	1	1	0	T1	0.150044	0.424311
1435	RTN2	0.999424	1	1	0	T1	0.150044	0.424311
1436	TRIM65	0.999424	1	1	0	T1	0.150044	0.424311
1437	AURKB	0.999423	1	1	0	T1	0.150044	0.424311
1438	DSC1	0.999423	1	1	0	T1	0.150044	0.424311
1439	FAM118A	0.999423	1	1	0	T1	0.150044	0.424311
1440	GRWD1	0.999423	1	1	0	T1	0.150044	0.424311
1441	PSMC3IP	0.999423	1	1	0	T1	0.150044	0.424311
1442	RBFA	0.999423	1	1	0	T1	0.150044	0.424311
1443	STARD3	0.999423	1	1	0	T1	0.150044	0.424311
1444	YWHAB	0.999423	1	1	0	T1	0.150044	0.424311
1445	CDC25B	0.999422	1	1	0	T1	0.150044	0.424311
1446	FAM98C	0.999422	1	1	0	T1	0.150044	0.424311
1447	KPTN	0.999422	1	1	0	T1	0.150044	0.424311
1448	MIDN	0.999422	1	1	0	T1	0.150044	0.424311
1449	TCAP	0.999422	1	1	0	T1	0.150044	0.424311
1450	CHMP2A	0.999421	1	1	0	T1	0.150044	0.424311
1451	DRG2	0.999421	1	1	0	T1	0.150044	0.424311
1452	GZF1	0.999421	1	1	0	T1	0.150044	0.424311
1453	HDHD5	0.999421	1	1	0	T1	0.150044	0.424311
1454	KCNC3	0.999421	1	1	0	T1	0.150044	0.424311
1455	SLC14A1	0.999421	1	1	0	T1	0.150044	0.424311
1456	ADNP2	0.999420	1	1	0	T1	0.150044	0.424311
1457	BIRC7	0.999420	1	1	0	T1	0.150044	0.424311
1458	CALR	0.999420	1	1	0	T1	0.150044	0.424311
1459	CARD14	0.999420	1	1	0	T1	0.150044	0.424311
1460	FAAP24	0.999420	1	1	0	T1	0.150044	0.424311
1461	HEXD	0.999420	1	1	0	T1	0.150044	0.424311
1462	JAM2	0.999420	1	1	0	T1	0.150044	0.424311
1463	MTG2	0.999420	1	1	0	T1	0.150044	0.424311
1464	PIH1D1	0.999420	1	1	0	T1	0.150044	0.424311
1465	PTGIR	0.999420	1	1	0	T1	0.150044	0.424311
1466	RAB5IF	0.999420	1	1	0	T1	0.150044	0.424311
1467	SARS2	0.999420	1	1	0	T1	0.150044	0.424311
1468	CBY1	0.999419	1	1	0	T1	0.150044	0.424311
1469	CCDC157	0.999419	1	1	0	T1	0.150044	0.424311
1470	CHRNB1	0.999419	1	1	0	T1	0.150044	0.424311
1471	SLC25A17	0.999419	1	1	0	T1	0.150044	0.424311
1472	TCFL5	0.999419	1	1	0	T1	0.150044	0.424311
1473	TRPV2	0.999419	1	1	0	T1	0.150044	0.424311
1474	UBE2V1	0.999419	1	1	0	T1	0.150044	0.424311
1475	HMOX1	0.999418	1	1	0	T1	0.150044	0.424311
1476	PGS1	0.999418	1	1	0	T1	0.150044	0.424311
1477	SAMD1	0.999418	1	1	0	T1	0.150044	0.424311
1478	TRAPPC6A	0.999418	1	1	0	T1	0.150044	0.424311
1479	TSEN34	0.999418	1	1	0	T1	0.150044	0.424311
1480	ADCYAP1	0.999417	1	1	0	T1	0.150044	0.424311
1481	ARFRP1	0.999417	1	1	0	T1	0.150044	0.424311
1482	ARSG	0.999417	1	1	0	T1	0.150044	0.424311
1483	HOXB8	0.999417	1	1	0	T1	0.150044	0.424311
1484	KLK5	0.999417	1	1	0	T1	0.150044	0.424311
1485	MICOS13	0.999417	1	1	0	T1	0.150044	0.424311
1486	NDUFV3	0.999417	1	1	0	T1	0.150044	0.424311
1487	SEPTIN4	0.999417	1	1	0	T1	0.150044	0.424311
1488	SGCA	0.999417	1	1	0	T1	0.150044	0.424311
1489	SLA2	0.999417	1	1	0	T1	0.150044	0.424311
1490	SYNGR2	0.999417	1	1	0	T1	0.150044	0.424311
1491	TMEM97	0.999417	1	1	0	T1	0.150044	0.424311
1492	CBLN2	0.999416	1	1	0	T1	0.150044	0.424311
1493	DCAKD	0.999416	1	1	0	T1	0.150044	0.424311
1494	GMFG	0.999416	1	1	0	T1	0.150044	0.424311
1495	IFNAR1	0.999416	1	1	0	T1	0.150044	0.424311
1496	KIAA1755	0.999416	1	1	0	T1	0.150044	0.424311
1497	OPA3	0.999416	1	1	0	T1	0.150044	0.424311
